Subject,Course ID,Course Title,Course Description,Credits
Commerce,COMM_V 312,Business Ethics Leadership,"Skill Development for leading organizations while better managing for values. Recognizing organizational values, and developing concrete plans for better delivering on these values. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 314,Strategies for Responsible Business,"Tools to apply sustainable and responsible decision making through individual, organizational, and structural lenses. Topics include diversity and group think, the circular economy, and climate change adaptation. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 323,"Leading Diversity, Equity and Inclusion in Organizations","Topics in diversity related to identity, group categorization, stereotyping, explicit and implicit bias, microaggressions, and discrimination. Mitigation of institutional inequality and discrimination through inclusive leadership and critical analysis of organizational practices and policies. Prerequisite: COMM 203. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 324,People Analytics,"Application of descriptive and inferential statistics to decisions in core Human Resources (HR) areas, including recruitment, selection, compensation, training, and performance management using organizations. HR data and human capital metrics. Machine learning and AI in strategic HR decision making. Prerequisite: All of COMM 203, COMM 191, COMM 205. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 335,Information Systems Technology and Development,"Introduction to information technology related to business use. Design, implementation and application of Information Systems. Prerequisite: One of COMM 205, CPSC 210. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 336,Introduction to Digital Business,"Business fundamentals in the digital economy: leveraging digitization and automation; data and analytics; platforms; crowdsourcing; understanding the impact of digital technologies on firms, markets, economies as well as individuals and society. Prerequisite: COMM 205. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 337,Business Programming and Analytics,Introduction to object-oriented computer programming; computational thinking; program design; scripting; documentation techniques; file handling; database access; and web crawling techniques. Students will apply data structures and programming constructs to the development of business analytics and other related applications. Credit will be granted for only one of COMM 337 and CPSC 103. Prerequisite: COMM 205. This course is not eligible for Credit/D/Fail grading.,	3
Commerce,COMM_V 338,Management of Cybersecurity,Fundamentals of cybersecurity from managerial perspectives; Cyber risk management and governance; Security architecture and design; Capabilities to protect enterprise assets and respond to cyber incidents. Prerequisite: COMM 205 or CPSC 213 or CPEN 212. This course is not eligible for Credit/D/Fail grading.,	3
Commerce,COMM_V 342,Global Supply Chain & Logistics Management I - Study Abroad,This course is not eligible for Credit/D/Fail grading.,	3
Commerce,COMM_V 343,Global Supply Chain & Logistics Management II - Study Abroad,This course is not eligible for Credit/D/Fail grading.,	3
Commerce,COMM_V 344,Global Supply Chain & Logistics Management III - Study Abroad,This course is not eligible for Credit/D/Fail grading.,	3
Commerce,COMM_V 345,Global Supply Chain & Logistics Management IV - Study Abroad,This course is not eligible for Credit/D/Fail grading.,	3
Commerce,COMM_V 349,Logistics Services Management,"Overview of the characteristics and commercial environment of logistics and transportation services; service operations planning and design, costing, pricing and quality management. Corequisite: One of COMM 204, COMM 296. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 353,Financial Accounting: Intermediate I,"An examination of accounting as a means of measurement and as an information system for external reporting purposes. Prerequisite: All of COMM 293, COMM 294. Corequisite: Either (a) all of COMM 297, COMM 397 or (b) COMM 298. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 354,Cost Accounting,"The provision and analysis of cost accounting information that will assist management in making operating decisions and in evaluating operational performance. The utilization of statistical analysis and linear models is included. Prerequisite: All of COMM 293, COMM 294 and one of COMM 190, COMM 290 and one of COMM 191, COMM 291. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 355,Income Taxation,"A study of income tax from the standpoint of the individual and of business enterprise. Prerequisite: COMM293,COMM457 This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 362,Consumer Behaviour,"The use of consumer research and theory in marketing and policy decisions. Psychological, sociological and economic theory and research relevant to consumer behaviour are considered. Prerequisite: COMM 296. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 363,Marketing Analysis,"Analytical methods applicable to marketing management decision making; attention to strategic considerations linking analysis of consumer data, corporate data, environmental factors, and competitive response. The course makes extensive use of micro computers. Prerequisite: COMM 296. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 365,Market Research,"The process of marketing research including topics such as problem/opportunity formulation, research objectives, data sources, research instrument design, sampling, data collection and processing and methods of data analysis. Prerequisite: COMM 296 and one of COMM 190, COMM 290 and one of COMM 191, COMM 291 and one of COMM 295, ECON 201, ECON 301. Corequisite: COMM 205. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 370,Corporate Finance,"Examination of corporate enterprise decisions including capital budgeting; capital structure choice, and financial policies, tools, and valuation. Credit will be granted for only one of COMM 370 or COEC 370. Prerequisite: COMM 298. Equivalency: COEC370 This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 371,Investment Theory,"Basic concepts of finance, including security valuation, security markets, and financial decisions concerning risk and return. Credit will be granted for only one of COMM 371 or COEC 371. Prerequisite: COMM 298. Equivalency: COEC371 This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 374,Applied Financial Markets,"Introduction to methodologies and evidence concerning the structure and operation of security markets and the valuation of financial securities including stocks, bonds, options and futures contracts; portfolio management, corporate finance and investment decisions. Prerequisite: All of COMM 370, COMM 371. This course is not eligible for Credit/D/Fail grading.",	3
Commerce,COMM_V 375,Behavioural Finance,The psychological processes that give rise to decision-making biases in investment settings and counter-strategies to minimize their negative effects on financial decisions. This course is not eligible for Credit/D/Fail grading.,	3
